203.272,141.166
202.972,141.466
202.972,141.766
202.972,142.066
203.272,142.366
203.572,142.666
203.872,142.666
204.172,142.966
204.472,143.266
204.772,143.566
205.072,143.566
205.372,143.866
205.672,144.166
205.972,144.166
206.272,144.466
206.572,144.766
206.872,144.766
207.172,144.766
207.472,145.066
207.772,145.066
208.072,145.066
208.372,145.066
208.672,145.366
208.972,145.366
209.272,145.366
209.572,145.666
209.872,145.666
210.172,145.666
210.472,145.966
210.772,145.966
211.072,146.266
211.372,146.266
211.672,146.266
211.972,146.566
212.272,146.566
212.572,146.866
212.872,146.866
213.172,146.866
213.472,147.166
213.772,147.166
214.072,147.466
214.372,147.466
214.672,147.466
214.972,147.766
215.272,147.766
215.572,147.766
215.872,148.066
216.172,148.066
216.472,148.366
216.772,148.366
217.072,148.366
217.372,148.666
217.672,148.666
217.972,148.666
218.272,148.966
218.572,148.966
218.872,148.966
219.172,149.266
219.472,149.266
219.772,149.266
220.072,149.566
220.372,149.566
220.672,149.566
220.972,149.866
221.272,149.866
221.572,149.866
221.872,150.166
222.172,150.166
222.472,150.166
222.772,150.466
223.072,150.466
223.372,150.466
223.672,150.466
223.972,150.766
224.272,150.766
224.572,150.766
224.872,151.066
225.172,151.066
225.472,151.066
225.772,151.066
226.072,151.366
226.372,151.366
226.672,151.366
226.972,151.666
227.272,151.666
227.572,151.666
227.872,151.966
228.172,151.966
228.472,151.966
228.772,152.266
229.072,152.266
229.372,152.266
229.672,152.566
229.972,152.566
230.272,152.566
230.572,152.866
230.872,152.866
231.172,152.866
231.472,153.166
231.772,153.166
232.072,153.166
232.372,153.466
232.672,153.466
232.972,153.766
233.272,153.766
233.572,153.766
233.872,154.066
234.172,154.066
234.472,154.066
234.772,154.366
235.072,154.366
235.372,154.366
235.672,154.666
235.972,154.666
236.272,154.966
236.572,154.966
236.872,154.966
237.172,155.266
237.472,155.266
237.772,155.266
238.072,155.566
238.372,155.566
238.672,155.566
238.972,155.866
239.272,155.866
239.572,155.866
239.872,155.866
240.172,156.166
240.472,156.166
240.772,156.166
241.072,156.166
241.372,156.166
241.672,156.466
241.972,156.466
242.272,156.466
242.572,156.466
242.872,156.466
243.172,156.466
243.472,156.766
243.772,156.766
244.072,156.766
244.372,157.066
244.672,157.066
244.972,157.066
245.272,157.366
245.572,157.366
245.872,157.366
246.172,157.666
246.472,157.666
246.772,157.666
247.072,157.966
247.372,157.966
247.672,157.966
247.972,158.266
248.272,158.266
248.572,158.266
248.872,158.566
249.172,158.566
249.472,158.566
249.772,158.866
250.072,158.866
250.372,158.866
250.672,159.166
250.972,159.166
251.272,159.166
251.572,159.466
251.872,159.466
252.172,159.466
252.472,159.466
252.772,159.466
253.072,159.466
253.372,159.766
253.672,159.766
253.972,160.066
254.272,160.066
254.572,160.366
254.872,160.666
255.172,160.966
255.472,161.266
255.772,161.566
256.072,161.866
256.372,162.166
256.672,162.466
256.672,162.766
245.572,169.066
245.272,169.366
245.272,169.666
244.972,169.966
244.972,170.266
244.972,170.566
244.972,170.866
244.672,171.166
244.672,171.466
244.372,171.766
244.372,172.066
244.372,172.366
244.372,172.666
244.372,172.966
244.072,173.266
244.072,173.566
244.072,173.866
244.072,174.166
243.772,174.466
243.772,174.766
243.772,175.066
243.472,175.366
243.472,175.666
243.472,175.966
243.772,176.266
243.772,176.266
244.072,176.266
244.672,175.966
244.972,175.666
244.972,175.666
245.272,175.366
245.272,175.366
245.272,175.066
245.272,175.066
245.572,174.766
245.572,174.766
245.572,174.466
245.572,174.466
245.272,174.166
243.472,176.566
243.472,176.866
243.472,177.166
243.472,177.466
243.172,177.766
243.172,178.066
243.172,178.366
243.172,178.666
242.872,180.766
242.872,181.066
242.872,181.366
242.872,181.666
242.872,181.966
242.872,182.266
242.572,182.566
242.572,182.866
242.572,183.166
242.572,183.466
242.572,183.766
242.572,184.066
242.572,184.366
242.272,184.666
242.272,184.966
242.272,185.266
242.272,185.566
242.272,185.866
242.272,186.166
242.272,186.466
242.272,186.766
241.972,187.066
241.972,187.366
241.972,187.666
241.972,187.966
241.972,188.266
241.972,188.566
241.972,188.866
241.972,189.166
241.972,189.466
241.972,189.766
241.972,190.066
241.972,190.366
241.972,190.666
241.972,190.966
241.972,191.266
241.972,191.566
241.972,191.866
241.672,192.166
241.672,192.466
241.672,192.766
241.672,193.066
241.672,193.366
241.972,193.666
241.972,193.966
241.972,194.266
241.972,194.566
241.972,194.866
241.672,195.166
241.672,195.466
241.672,195.766
241.672,196.066
241.672,196.366
241.672,196.666
241.672,196.966
241.672,197.266
241.672,197.566
241.672,197.866
241.672,198.166
241.672,198.466
241.672,198.766
241.372,199.066
241.372,199.366
241.372,199.666
241.372,199.966
241.372,200.266
241.372,200.566
241.372,200.866
241.372,201.166
252.472,189.166
252.772,189.166
253.072,189.466
253.372,189.466
253.672,189.766
253.972,190.066
254.272,190.066
254.572,190.366
254.872,190.366
255.172,190.366
255.472,190.366
255.772,190.666
256.072,190.966
256.372,190.966
256.672,191.266
252.172,188.866
251.872,188.566
251.872,188.266
251.572,187.966
251.872,187.666
251.872,187.366
251.872,187.066
251.872,186.766
251.872,186.466
251.872,186.166
251.872,185.866
215.872,167.866
215.872,167.566
215.872,167.266
216.172,166.966
216.172,166.666
216.172,166.366
216.172,166.066
216.472,165.766
216.172,165.466
216.172,165.166
215.872,164.866
215.572,164.866
215.272,164.566
214.972,164.566
214.672,164.566
214.372,164.266
214.072,164.266
213.772,164.266
213.472,163.966
213.172,163.966
212.272,163.666
211.972,163.666
211.672,163.366
211.372,163.366
211.072,163.366
210.772,163.066
210.472,163.066
210.172,163.066
209.872,162.766
209.572,162.766
209.272,162.766
208.972,162.466
208.672,162.466
208.372,162.166
208.072,161.866
207.772,161.866
207.472,161.866
207.172,161.866
206.872,161.866
206.572,161.866
206.272,161.566
206.272,161.266
206.272,160.666
206.572,160.666
206.572,160.666
206.872,160.366
206.872,160.366
207.172,160.366
207.172,160.366
207.472,160.066
207.472,160.066
207.772,160.066
207.772,160.066
208.072,159.766
208.072,159.766
208.372,159.466
208.372,159.466
208.372,159.166
208.672,159.166
208.972,159.166
209.272,159.166
209.572,159.166
209.872,158.866
208.072,158.866
211.672,155.266
211.972,155.566
211.972,155.566
212.272,155.866
212.272,155.866
212.572,156.166
212.572,156.166
212.872,156.466
212.872,156.466
213.172,156.766
213.172,156.766
213.472,156.766
213.472,156.766
213.772,156.466
213.772,156.166
213.772,155.866
213.772,155.566
213.472,155.266
213.472,154.966
213.172,154.666
212.872,154.366
213.772,157.066
213.772,157.366
213.772,157.666
213.772,157.966
213.472,158.266
201.472,141.766
201.172,141.766
200.872,141.766
200.572,141.766
200.272,141.766
199.972,141.766
199.672,141.766
199.372,141.766
199.072,141.766
198.772,142.066
198.472,142.066
198.172,142.066
197.872,142.366
197.572,142.666
197.272,142.966
196.972,142.966
196.672,142.966
196.372,142.666
196.072,142.666
195.772,142.366
195.472,142.366
195.172,142.666
195.172,142.966
195.172,143.266
195.172,143.566
195.472,143.866
195.472,144.166
195.472,144.466
195.472,144.766
195.472,145.066
195.172,145.366
194.872,145.666
194.572,145.666
194.272,145.966
194.272,146.266
193.972,146.566
193.972,146.866
193.972,147.166
193.672,147.466
193.672,147.766
193.972,148.066
193.972,148.366
193.972,148.666
193.972,148.966
193.972,149.266
188.872,148.066
188.872,147.766
188.872,147.466
188.872,147.166
189.172,146.866
189.172,146.566
189.172,146.266
189.472,145.966
189.472,145.666
189.472,145.366
189.472,145.066
189.472,144.766
189.472,144.466
189.472,144.166
189.772,143.866
189.772,143.566
190.072,143.266
190.372,142.966
190.672,142.666
190.972,142.366
191.272,142.366
191.572,142.066
191.872,141.766
192.172,141.466
192.172,141.166
192.472,140.866
192.472,140.566
192.772,140.266
192.772,139.966
192.772,139.666
193.072,139.366
193.072,139.066
193.072,138.766
193.372,138.466
193.372,138.166
193.372,137.866
193.372,137.566
192.772,137.266
192.472,137.566
192.472,137.866
192.172,138.166
192.172,138.466
192.172,138.766
191.872,139.066
191.572,139.366
191.572,139.666
191.572,139.966
191.272,140.266
191.272,140.566
190.972,140.866
190.672,141.166
190.372,141.466
190.372,141.766
190.072,142.066
189.772,142.366
